iter	Logloss
509	0.1549711726
510	0.1547705391
511	0.1545678867
512	0.1542162773
513	0.1540174905
514	0.1538156832
515	0.1535463304
516	0.1532617187
517	0.1531638434
518	0.1528151292
519	0.1525697366
520	0.1522660632
521	0.1520841784
522	0.1517175606
523	0.1515967423
524	0.1514503518
525	0.1512129094
526	0.1510731232
527	0.1508585925
528	0.1506308218
529	0.1504557918
530	0.150242873
531	0.1500691106
532	0.1498783679
533	0.1496322554
534	0.1493824338
535	0.149188921
536	0.1490129833
537	0.1486997321
538	0.1484304105
539	0.1482814848
540	0.1480954371
541	0.1479005471
542	0.1475608004
543	0.1473912635
544	0.1472459529
545	0.1471009866
546	0.1466860727
547	0.146501277
548	0.1463636975
549	0.1460877404
550	0.1458847124
551	0.1456823417
552	0.1455139473
553	0.1453897486
554	0.1453135016
555	0.145194217
556	0.1450314879
557	0.1447834973
558	0.1445831768
559	0.144445253
560	0.1443029003
561	0.1441058506
562	0.1439754858
563	0.1438038361
564	0.1436158792
565	0.1435069236
566	0.1432606858
567	0.1430368433
568	0.142853018
569	0.1427217611
570	0.1423096486
571	0.1421627103
572	0.1419313558
573	0.1417030687
574	0.1415069737
575	0.1413021146
576	0.1411506222
577	0.1409253556
578	0.1406555019
579	0.1403757262
580	0.1401924642
581	0.1400714268
582	0.1399028133
583	0.1397439497
584	0.1396650578
585	0.1395417981
586	0.1393737167
587	0.1392226938
588	0.139070685
589	0.1389588028
590	0.1387122208
591	0.1385683969
592	0.138451898
593	0.1383172294
594	0.1380896153
595	0.1379104067
596	0.1377455335
597	0.1376302553
598	0.1375361516
599	0.1374227201
600	0.1372753906
601	0.1370964481
602	0.1369982597
603	0.1367022862
604	0.1363718982
605	0.136213911
606	0.1359557949
607	0.1357455992
608	0.1355442458
609	0.1353947097
610	0.1351595835
611	0.1350572322
612	0.1348656288
613	0.1346300018
614	0.134444048
615	0.1342716315
616	0.1340419045
617	0.1339144037
618	0.133784164
619	0.1336291817
620	0.1334518511
621	0.1332695281
622	0.1330663749
623	0.1328871507
624	0.1327657064
625	0.132680132
626	0.132586889
627	0.1323950195
628	0.1323001959
629	0.1320831455
630	0.1317432267
631	0.1316593581
632	0.1313442445
633	0.1311944502
634	0.1309564052
635	0.1306138493
636	0.1305316006
637	0.13044022
638	0.1303192999
639	0.1301888256
640	0.1299018038
641	0.1298374196
642	0.1297020858
643	0.129490779
644	0.129399281
645	0.1292700821
646	0.1291477614
647	0.1289093722
648	0.1286978775
649	0.1285913634
650	0.1284133676
651	0.1282460922
652	0.1281236071
653	0.1279895802
654	0.1278370706
655	0.127664521
656	0.1275212919
657	0.1274440981
658	0.1273405574
659	0.1272487777
660	0.1270693422
661	0.1269734466
662	0.1267883536
663	0.1265762486
664	0.1264224165
665	0.1262855099
666	0.1261476018
667	0.1260778026
668	0.1259435566
669	0.1257823299
670	0.1256621297
671	0.1255314362
672	0.125415133
673	0.1253270076
674	0.1251765872
675	0.1249863062
676	0.1248485389
677	0.1247497715
678	0.1246077474
679	0.1244955836
680	0.1243971135
681	0.1242259099
682	0.1240091177
683	0.1238242673
684	0.1236651142
685	0.1234219204
686	0.1231350004
687	0.1229489527
688	0.1228820957
689	0.1227450249
690	0.1225434758
691	0.1224576197
692	0.1223369579
693	0.122215764
694	0.1221471542
695	0.1220114683
696	0.1218110618
697	0.1215879704
698	0.121436572
699	0.1212771528
700	0.1211563423
701	0.1209680645
702	0.1208530289
703	0.1207234857
704	0.1205709917
705	0.1204568716
706	0.1203634722
707	0.1201980669
708	0.1200939628
709	0.1199917211
710	0.1199191988
711	0.1197736535
712	0.1196516771
713	0.1194943394
714	0.1193798828
715	0.119286679
716	0.119150688
717	0.1189530123
718	0.1188662172
719	0.1187982647
720	0.1186933938
721	0.1185317054
722	0.1183790315
723	0.1181541247
724	0.1180341202
725	0.1179492579
726	0.1178279309
727	0.1176940761
728	0.1175676708
729	0.1173319968
730	0.1172545604
731	0.1169335546
732	0.1168743036
733	0.1165553166
734	0.1164129873
735	0.1162533882
736	0.1161231721
737	0.1159634165
738	0.1158238807
739	0.1157074522
740	0.1152451188
741	0.1151263271
742	0.1150476387
743	0.1148835715
744	0.1147018589
745	0.1146101888
746	0.1143662282
747	0.1142526245
748	0.1138837765
749	0.1137553367
750	0.1136117788
751	0.1134152769
752	0.1132690664
753	0.1131922326
754	0.1130613982
755	0.112922285
756	0.1127989158
757	0.1125077076
758	0.112399472
759	0.1123424667
760	0.112245859
761	0.1121725542
762	0.1120126421
763	0.1118879113
764	0.111782117
765	0.1117170441
766	0.111663834
767	0.1115204796
768	0.1113319593
769	0.1111972594
770	0.1110485996
771	0.1109407396
772	0.1107744031
773	0.1106058913
774	0.1104497822
775	0.1103095265
776	0.1102169565
777	0.1100793457
778	0.1099905552
779	0.1099190893
780	0.1098652532
781	0.1097483395
782	0.1096921011
783	0.1094215276
784	0.1093542559
785	0.1092538296
786	0.1089994695
787	0.1088335947
788	0.1087392171
789	0.1086240328
790	0.1082682996
791	0.1081297498
792	0.10801365
793	0.1079658547
794	0.1078602483
795	0.1077023628
796	0.1075107907
797	0.1073983373
798	0.107342138
799	0.1071939243
800	0.1071173096
801	0.1070285582
802	0.1069684464
803	0.1069159327
804	0.1067573508
805	0.10659452
806	0.1064865738
807	0.10634534
808	0.1062652823
809	0.1061066613
810	0.1059864925
811	0.1057857103
812	0.1056779128
813	0.1055988801
814	0.1054435769
815	0.1052906525
816	0.105200344
817	0.1048695804
818	0.1047838416
819	0.1046515362
820	0.1044814046
821	0.1043552731
822	0.1042067464
823	0.1041226588
824	0.1040506842
825	0.1039603209
826	0.1038841287
827	0.1037250773
828	0.1036877911
829	0.1035818716
830	0.1034055035
831	0.1033258683
832	0.1032101988
833	0.1031404388
834	0.1029078635
835	0.102703341
836	0.1025676082
837	0.1023396497
838	0.1022557498
839	0.1021529917
840	0.1020233467
841	0.1018880052
842	0.1017268176
843	0.1015680245
844	0.1014399915
845	0.1012928733
846	0.101201344
847	0.1011500901
848	0.1010615735
849	0.1009641677
850	0.1008448909
851	0.1006565505
852	0.1005703814
853	0.1004509324
854	0.1003167177
855	0.1002172539
856	0.100049548
857	0.09991187462
858	0.09977820763
859	0.09964651255
860	0.09957344251
861	0.0994149389
862	0.0993357184
863	0.09927987906
864	0.09913078112
865	0.09904706906
866	0.09891990466
867	0.09880896935
868	0.0987518154
869	0.09870560084
870	0.09860130897
871	0.09852914663
872	0.09840426714
873	0.09836117475
874	0.09831577399
875	0.09823611528
876	0.09807022486
877	0.09795363206
878	0.09777723263
879	0.09766858223
880	0.0975693375
881	0.0974492391
882	0.09739390055
883	0.09727550018
884	0.09719123253
885	0.09707179925
886	0.09700280605
887	0.09687894381
888	0.09674566807
889	0.09653685741
890	0.09650194999
891	0.09645215939
892	0.09624947572
893	0.09617564666
894	0.09606727796
895	0.09598440317
896	0.0958783585
897	0.09575140537
898	0.09562887338
899	0.09558042086
900	0.09547183306
901	0.0953913136
902	0.09527974447
903	0.09517851218
904	0.09491887019
905	0.09486415765
906	0.09478996081
907	0.09470966828
908	0.09456121983
909	0.09450844007
910	0.09445770264
911	0.09439143254
912	0.09432240022
913	0.09426753117
914	0.09422619159
915	0.09407171787
916	0.09396162767
917	0.0938672501
918	0.09383162278
919	0.09378364759
920	0.09362791404
921	0.09357175387
922	0.09347069373
923	0.0933512135
924	0.09326008332
925	0.09315046262
926	0.09298993233
927	0.09281251565
928	0.09276300675
929	0.09264847193
930	0.09248812944
931	0.09243149977
932	0.09232060359
933	0.09219902625
934	0.09202730619
935	0.09193702893
936	0.0918177991
937	0.09167010968
938	0.09155577048
939	0.09142318334
940	0.09137432392
941	0.09124787159
942	0.09115743784
943	0.09105074369
944	0.09095956656
945	0.09085854555
946	0.09077412141
947	0.09069130922
948	0.09061141577
949	0.09054397974
950	0.0904486084
951	0.09031318078
952	0.09018706493
953	0.08999093863
954	0.0899115538
955	0.08985890706
956	0.08973927033
957	0.08960460956
958	0.08955916185
959	0.08940817808
960	0.08936661158
961	0.08926974566
962	0.08918582232
963	0.08908930069
964	0.08892883301
965	0.08880800687
966	0.08872686924
967	0.08863132575
968	0.08849488087
969	0.08842217861
970	0.08837419559
971	0.08812361497
972	0.0880079377
973	0.08788427108
974	0.08782438621
975	0.08779575446
976	0.08773114327
977	0.08765484932
978	0.08755637927
979	0.08736123109
980	0.08723419972
981	0.08709900685
982	0.08703076485
983	0.08698073167
984	0.0868744366
985	0.08682479467
986	0.08672281901
987	0.08654490153
988	0.08645647098
989	0.08635940161
990	0.08626614302
991	0.08608756823
992	0.08598671155
993	0.08585372534
994	0.08579423953
995	0.08567024427
996	0.08557393392
997	0.08549136431
998	0.08539807442
999	0.08529885317
